"customer_id","customer_code","first_name","last_name","full_name","gender","date_of_birth","marital_status","occupation","annual_income","phone_number","email","address","city","state","postal_code","country","pan_number","aadhaar_number","customer_since","risk_category","kyc_status","customer_status"
"4739","CUST004739","Faraj","Dora","Faraj Dora","Male","1989-07-12","Married","Civil Engineer","512285","9532145854","faraj.dora221@gmail.com","96
Chhabra Ganj","Delhi","Delhi","589960","India","IVCDB4413E","396772140633","2020-07-04","Low","Verified","Active"
"4740","CUST004740","Indira","Dutta","Indira Dutta","Female","1955-07-21","Married","Teacher","369437","9175090475","indira.dutta647@gmail.com","430
Doctor","Chennai","Tamil Nadu","204824","India","GAJCR1323P","243867758341","2022-07-04","Low","Verified","Active"
"4741","CUST004741","Aishani","Choudhury","Aishani Choudhury","Female","1972-07-16","Married","Doctor","3398667","9304738148","aishani.choudhury452@gmail.com","173
Choudhary Circle","Ghaziabad","Uttar Pradesh","189733","India","KNDIK3912O","619052084080","2014-07-06","Low","Verified","Active"
"4742","CUST004742","Gavin","Mane","Gavin Mane","Male","1958-07-20","Single","Student","470657","9314046971","gavin.mane803@gmail.com","H.No. 525
Rastogi Circle","Shimla","Himachal Pradesh","390316","India","LMZJP4063A","881189964173","2025-07-03","Low","Pending","Active"
"4743","CUST004743","Udant","Goda","Udant Goda","Male","1981-07-14","Married","Lawyer","408223","9309126647","udant.goda663@gmail.com","85/84, Shankar Nagar","Hyderabad","Telangana","431908","India","ZBLXE6912J","528224383732","2024-07-03","Medium","Verified","Active"
"4744","CUST004744","Raagini","Sem","Raagini Sem","Female","1955-07-21","Married","Marketing Manager","644878","9466382323","raagini.sem522@gmail.com","H.No. 69, Saran Circle","Jaipur","Rajasthan","589701","India","JECCT7088J","845683489662","2012-07-06","Low","Verified","Active"
"4745","CUST004745","Omya","Mangat","Omya Mangat","Female","1950-07-22","Married","Software Engineer","607555","9357939288","omya.mangat685@gmail.com","27/095, Soni Path","Ghaziabad","Uttar Pradesh","200536","India","KMVKC1816O","223681666493","2019-07-05","Low","Verified","Active"
"4746","CUST004746","Atharv","Sankaran","Atharv Sankaran","Male","1968-07-17","Married","Sales Executive","1182196","9865188463","atharv.sankaran752@gmail.com","538
Balay Street","Srinagar","Jammu & Kashmir","877671","India","XZRSQ6943X","345121275749","2018-07-05","Low","Verified","Active"
"4747","CUST004747","Finn","Luthra","Finn Luthra","Male","2000-07-09","Married","Farmer","997597","9463542360","finn.luthra846@gmail.com","11/530
Chokshi","Dehradun","Uttarakhand","707366","India","SAYFQ6110D","480198902126","2018-07-05","Low","Verified","Active"
"4748","CUST004748","Hemal","Behl","Hemal Behl","Female","2007-07-08","Married","Retired","334526","9801015512","hemal.behl653@gmail.com","27/244
Arora Chowk","Patna","Bihar","745071","India","SVQEE9930V","842381805022","2020-07-04","Medium","Verified","Inactive"
"4749","CUST004749","Tarak","Dhillon","Tarak Dhillon","Male","1953-07-21","Single","Doctor","1568615","9964758895","tarak.dhillon283@gmail.com","25/26, Patla Path","Dehradun","Uttarakhand","757681","India","PDRBM5041U","644110400779","2011-07-07","Low","Verified","Active"
"4750","CUST004750","Dayamai","Gaba","Dayamai Gaba","Female","1971-07-17","Single","Nurse","662407","9929948280","dayamai.gaba865@gmail.com","H.No. 565, Pal Path","Bengaluru","Karnataka","040743","India","HFSPG2408C","696871485132","2016-07-05","Medium","Verified","Active"
"4751","CUST004751","Harsh","Wali","Harsh Wali","Male","1948-07-22","Married","Doctor","6380498","9708213840","harsh.wali945@gmail.com","707
Kala Path","Ghaziabad","Uttar Pradesh","592423","India","JNVZU4097H","954232069165","2020-07-04","Low","Verified","Active"
"4752","CUST004752","Netra","Krishna","Netra Krishna","Female","1956-07-20","Married","Police Officer","407097","9169783114","netra.krishna28@gmail.com","289, Chatterjee Nagar","Bhubaneswar","Odisha","106378","India","VYLPN5233Q","250450623254","2016-07-05","Low","Verified","Active"
"4753","CUST004753","Baljiwan","Das","Baljiwan Das","Male","1961-07-19","Married","Driver","369798","9630760497","baljiwan.das587@gmail.com","93/83
Oza","Kanpur","Uttar Pradesh","345712","India","ATZHF2695Q","683855588448","2020-07-04","Low","Verified","Active"
"4754","CUST004754","Meghana","Bhakta","Meghana Bhakta","Female","1955-07-21","Single","Marketing Manager","6466066","9742400031","meghana.bhakta592@gmail.com","40/58, Shetty Circle","Jaipur","Rajasthan","491931","India","HMFCR8346G","691126774017","2023-07-04","Low","Verified","Active"
"4755","CUST004755","Triya","Kanda","Triya Kanda","Other","1950-07-22","Single","Accountant","1172721","9709799621","triya.kanda373@gmail.com","351, Narasimhan","Thiruvananthapuram","Kerala","962334","India","VRSHC9419K","274329895481","2023-07-04","High","Verified","Active"
"4756","CUST004756","Madhavi","Bal","Madhavi Bal","Female","2000-07-09","Single","Marketing Manager","6391664","9374649106","madhavi.bal489@gmail.com","93/898
Kibe Ganj","Chandigarh","Chandigarh","378733","India","JLPJC8693E","982165683996","2025-07-03","Low","Verified","Inactive"
"4757","CUST004757","Omisha","Viswanathan","Omisha Viswanathan","Female","1968-07-17","Married","Business Owner","713286","9406560509","omisha.viswanathan457@gmail.com","H.No. 82, Wali","Mysuru","Karnataka","981488","India","XCUJR5638T","941514831554","2013-07-06","Medium","Verified","Active"
"4758","CUST004758","Abha","Naik","Abha Naik","Female","2007-07-08","Married","Marketing Manager","716091","9508842213","abha.naik658@gmail.com","H.No. 556
Mahal Chowk","Vadodara","Gujarat","422730","India","ZOWPG3455P","415308865974","2012-07-06","Low","Verified","Active"
"4759","CUST004759","Anirudh","Sagar","Anirudh Sagar","Male","1997-07-10","Married","Shopkeeper","520198","9942356800","anirudh.sagar803@gmail.com","47, Mall Nagar","Madurai","Tamil Nadu","042804","India","PYRRB1173A","472512626041","2022-07-04","Low","Verified","Active"
"4760","CUST004760","Chatura","Dhaliwal","Chatura Dhaliwal","Male","1987-07-13","Married","Accountant","4674839","9174497642","chatura.dhaliwal743@gmail.com","47/633
Suresh Chowk","Varanasi","Uttar Pradesh","804701","India","CMPDB7732V","005862860068","2023-07-04","Low","Verified","Active"
"4761","CUST004761","Jairaj","Andra","Jairaj Andra","Male","1983-07-14","Single","Business Owner","3002847","9583879454","jairaj.andra28@gmail.com","60, Chopra Road","Ludhiana","Punjab","799705","India","PZHDD4450X","265676262064","2016-07-05","Low","Verified","Active"
"4762","CUST004762","Vedant","Sem","Vedant Sem","Male","1993-07-11","Married","Police Officer","2807384","9414114091","vedant.sem490@gmail.com","H.No. 080, Sura Street","Kochi","Kerala","362255","India","TECGC1744J","081665426150","2026-07-03","Medium","Verified","Active"
"4763","CUST004763","Xavier","Venkatesh","Xavier Venkatesh","Male","1976-07-15","Married","Business Owner","655678","9591602007","xavier.venkatesh28@gmail.com","H.No. 903
Dave Street","Ludhiana","Punjab","113886","India","MZBLO8231T","057838003821","2014-07-06","Low","Verified","Active"
"4764","CUST004764","Bahadurjit","Ravel","Bahadurjit Ravel","Male","1997-07-10","Married","Student","1120041","9375834341","bahadurjit.ravel257@gmail.com","H.No. 709
Buch Road","Ghaziabad","Uttar Pradesh","724168","India","COQOD1568Z","251715509755","2026-07-03","Medium","Verified","Active"
"4765","CUST004765","Onkar","Tripathi","Onkar Tripathi","Male","1978-07-15","Married","Civil Engineer","462650","9926546522","onkar.tripathi706@gmail.com","H.No. 36
Trivedi","Srinagar","Jammu & Kashmir","053405","India","YKEDU5843H","000757101246","2015-07-06","Low","Verified","Active"
"4766","CUST004766","Indrajit","Memon","Indrajit Memon","Male","1954-07-21","Married","Marketing Manager","4728108","9432277493","indrajit.memon654@gmail.com","H.No. 92
Barman Ganj","Indore","Madhya Pradesh","079934","India","TFLWH6331F","670193003579","2012-07-06","Low","Verified","Active"
"4767","CUST004767","Peter","Ravi","Peter Ravi","Male","1996-07-10","Married","Electrician","466835","9977282056","peter.ravi320@gmail.com","H.No. 390
Ganguly Chowk","Bhopal","Madhya Pradesh","745339","India","EPYRE3134Y","759810743394","2016-07-05","High","Verified","Active"
"4768","CUST004768","Riya","Deep","Riya Deep","Female","1991-07-12","Single","Civil Engineer","263650","9850091731","riya.deep792@gmail.com","99/917
Balan Circle","Bhopal","Madhya Pradesh","715227","India","IYSWX8402K","716886162197","2014-07-06","Medium","Pending","Active"
"4769","CUST004769","Kamya","Subramaniam","Kamya Subramaniam","Female","1969-07-17","Married","Police Officer","1754498","9357335358","kamya.subramaniam678@gmail.com","26/386, Sidhu Zila","Srinagar","Jammu & Kashmir","681383","India","NZVYE8850F","492455736591","2018-07-05","Low","Verified","Active"
"4770","CUST004770","Omkaar","Vora","Omkaar Vora","Male","1986-07-13","Single","Mechanical Engineer","1743044","9497922204","omkaar.vora357@gmail.com","81, Parmer Nagar","Shimla","Himachal Pradesh","450357","India","GIEIB9279L","640781774194","2018-07-05","Low","Verified","Active"
"4771","CUST004771","Hitesh","Peri","Hitesh Peri","Male","1949-07-22","Divorced","Student","418413","9776560819","hitesh.peri203@gmail.com","113
Solanki Path","Indore","Madhya Pradesh","144400","India","UZACH8532Z","733856531817","2022-07-04","Low","Verified","Active"
"4772","CUST004772","Omya","Shankar","Omya Shankar","Female","2002-07-09","Single","Civil Engineer","241264","9875490620","omya.shankar478@gmail.com","84/31
Garg Path","Thiruvananthapuram","Kerala","791107","India","VEQBN4304A","327405891684","2021-07-04","Low","Verified","Active"
"4773","CUST004773","Michael","Saran","Michael Saran","Male","1976-07-15","Married","Government Employee","1748402","9668676028","michael.saran127@gmail.com","H.No. 06
Khalsa Path","Ranchi","Jharkhand","200686","India","ELEPW4919N","470569488615","2014-07-06","Low","Verified","Active"
"4774","CUST004774","Prisha","Gaba","Prisha Gaba","Female","2005-07-08","Married","Accountant","383344","9585771480","prisha.gaba262@gmail.com","042, Mani Nagar","Lucknow","Uttar Pradesh","247042","India","IFZMC6251X","162008969544","2022-07-04","Low","Verified","Active"
"4775","CUST004775","Yutika","Minhas","Yutika Minhas","Female","1970-07-17","Married","Government Employee","351388","9354079265","yutika.minhas214@gmail.com","H.No. 136
Devi Chowk","Coimbatore","Tamil Nadu","508932","India","ORWWK4556N","236709448019","2013-07-06","Low","Verified","Active"
"4776","CUST004776","Avi","Bains","Avi Bains","Male","1980-07-14","Married","Software Engineer","1472585","9843922669","avi.bains316@gmail.com","87/521
Kara","Nagpur","Maharashtra","694464","India","FLVPN3355J","029478441002","2016-07-05","Low","Verified","Active"
"4777","CUST004777","Imaran","Chaudhary","Imaran Chaudhary","Male","1963-07-19","Married","Lawyer","966234","9178301567","imaran.chaudhary825@gmail.com","912, Suri Nagar","Varanasi","Uttar Pradesh","583571","India","SRBGQ6127E","754317026693","2026-07-03","Low","Verified","Active"
"4778","CUST004778","Wahab","Verma","Wahab Verma","Male","1961-07-19","Married","Driver","947773","9505443065","wahab.verma822@gmail.com","089
Shankar Street","Udaipur","Rajasthan","934832","India","BRTFT6954Y","073710951477","2019-07-05","Medium","Verified","Active"
"4779","CUST004779","Jonathan","Venkatesh","Jonathan Venkatesh","Male","1946-07-23","Single","Business Owner","608395","9179908973","jonathan.venkatesh224@gmail.com","42, Thakkar Marg","Amritsar","Punjab","175017","India","HZOZO5336Y","805194489209","2016-07-05","Low","Verified","Active"
"4780","CUST004780","Waida","Pall","Waida Pall","Female","1985-07-13","Single","Marketing Manager","802099","9568377729","waida.pall346@gmail.com","50
Borra Ganj","Kochi","Kerala","815736","India","ULEJD5669Z","770829000039","2018-07-05","Low","Pending","Active"
"4781","CUST004781","Tanish","Mukhopadhyay","Tanish Mukhopadhyay","Male","2007-07-08","Single","HR Manager","403346","9790399576","tanish.mukhopadhyay613@gmail.com","96/801, Bal Street","Pune","Maharashtra","390819","India","SYODP4914Y","929248446755","2012-07-06","Low","Verified","Active"
"4782","CUST004782","Veda","Bhandari","Veda Bhandari","Female","1976-07-15","Single","Farmer","1353705","9138745239","veda.bhandari715@gmail.com","65
Natarajan","Ranchi","Jharkhand","408888","India","WTQYI8094M","086077035832","2014-07-06","Low","Verified","Active"
"4783","CUST004783","Oliver","Apte","Oliver Apte","Male","1962-07-19","Single","Retired","805381","9147496663","oliver.apte997@gmail.com","21, Jayaraman","Mysuru","Karnataka","418084","India","AAYFL6187Z","011900822877","2018-07-05","Low","Verified","Active"
"4784","CUST004784","Dominic","Reddy","Dominic Reddy","Male","1968-07-17","Married","Marketing Manager","1329732","9835090500","dominic.reddy885@gmail.com","46/208, Kata Chowk","Dehradun","Uttarakhand","322156","India","MMXOZ5032J","494246732209","2022-07-04","Low","Verified","Active"
"4785","CUST004785","Jack","Minhas","Jack Minhas","Male","1977-07-15","Single","Farmer","806445","9585736765","jack.minhas162@gmail.com","76/82, Dave Path","Kanpur","Uttar Pradesh","815474","India","DVOEO2010E","670705042572","2020-07-04","Low","Verified","Active"
"4786","CUST004786","Henry","Garg","Henry Garg","Male","1975-07-16","Married","Farmer","7418023","9785674179","henry.garg640@gmail.com","H.No. 75
Khanna Path","Ghaziabad","Uttar Pradesh","506541","India","MIKMH9845F","076476153127","2020-07-04","Low","Verified","Active"
"4787","CUST004787","Girindra","Balan","Girindra Balan","Male","2004-07-08","Single","Doctor","1598031","9641107034","girindra.balan515@gmail.com","44/329
Deo Chowk","Shimla","Himachal Pradesh","222123","India","MMOVG1262X","528683157202","2022-07-04","Low","Verified","Active"
"4788","CUST004788","Upkaar","Anand","Upkaar Anand","Male","2000-07-09","Married","Nurse","345907","9376909250","upkaar.anand454@gmail.com","288, Som Circle","Patna","Bihar","260052","India","TEFZE8297S","135872712624","2020-07-04","Low","Verified","Active"
"4789","CUST004789","Azaan","Sampath","Azaan Sampath","Male","1994-07-11","Married","Teacher","406531","9651289841","azaan.sampath651@gmail.com","H.No. 841, Raju Nagar","Nagpur","Maharashtra","775323","India","FRRCE9571B","413480171894","2018-07-05","Low","Verified","Active"
"4790","CUST004790","Shravya","Handa","Shravya Handa","Female","1986-07-13","Single","Doctor","3392240","9393976352","shravya.handa785@gmail.com","36
Dhillon Road","Mumbai","Maharashtra","785722","India","NMDBX1880O","367334569262","2024-07-03","Medium","Verified","Active"
"4791","CUST004791","Aditya","Loke","Aditya Loke","Male","1986-07-13","Married","Doctor","239796","9917805152","aditya.loke113@gmail.com","91, Menon Chowk","Howrah","West Bengal","380869","India","QNTBF9171F","612191755024","2025-07-03","Medium","Verified","Active"
"4792","CUST004792","Chanchal","Butala","Chanchal Butala","Female","1966-07-18","Married","Software Engineer","510578","9357208207","chanchal.butala612@gmail.com","81/74, Narayan Path","Pune","Maharashtra","753700","India","JIWCD1934X","033025084091","2024-07-03","Low","Verified","Active"
"4793","CUST004793","Jeremiah","Choudhry","Jeremiah Choudhry","Male","1990-07-12","Divorced","Lawyer","2257125","9773932911","jeremiah.choudhry939@gmail.com","336, Radhakrishnan Street","Indore","Madhya Pradesh","116927","India","AFKEA7586H","764095612140","2021-07-04","Medium","Verified","Active"
"4794","CUST004794","Vrishti","Bawa","Vrishti Bawa","Female","1972-07-16","Married","Electrician","613424","9467107182","vrishti.bawa716@gmail.com","93/13, Kuruvilla Marg","Delhi","Delhi","365716","India","CNQXD7783A","487096968193","2018-07-05","Low","Verified","Active"
"4795","CUST004795","Yash","Divan","Yash Divan","Male","2000-07-09","Single","Police Officer","426513","9780915762","yash.divan620@gmail.com","H.No. 901, Chacko Nagar","Udaipur","Rajasthan","540574","India","QFUXD5661P","026528053540","2018-07-05","Low","Pending","Active"
"4796","CUST004796","Mekhala","Varty","Mekhala Varty","Female","1991-07-12","Single","Driver","617856","9181114855","mekhala.varty472@gmail.com","H.No. 381
Chatterjee Chowk","Ahmedabad","Gujarat","474907","India","OFUMP1930C","812315846052","2014-07-06","High","Verified","Active"
"4797","CUST004797","Gavin","Kohli","Gavin Kohli","Male","1973-07-16","Single","Doctor","557032","9183559699","gavin.kohli251@gmail.com","53/37, Ranganathan Ganj","Guwahati","Assam","305762","India","GRDOY8495Y","995568073785","2024-07-03","Low","Verified","Active"
"4798","CUST004798","Aryan","Shere","Aryan Shere","Male","1958-07-20","Married","Lawyer","5454913","9144519873","aryan.shere540@gmail.com","69, Das Ganj","Delhi","Delhi","852186","India","KKLEQ8009S","213180992367","2015-07-06","Medium","Verified","Active"
"4799","CUST004799","Ekta","Pingle","Ekta Pingle","Female","1956-07-20","Married","Mechanical Engineer","391511","9847589643","ekta.pingle363@gmail.com","56/39, Yogi Road","Nagpur","Maharashtra","422434","India","KRHRJ3690V","553361726249","2015-07-06","Low","Verified","Active"
"4800","CUST004800","Barkha","Iyer","Barkha Iyer","Female","1982-07-14","Married","Government Employee","537503","9880487634","barkha.iyer81@gmail.com","692
Kant Marg","Jaipur","Rajasthan","448304","India","XNAUN4289I","017874218405","2014-07-06","Low","Verified","Active"
"4801","CUST004801","Daksh","Badami","Daksh Badami","Male","1992-07-11","Single","Government Employee","958930","9507677268","daksh.badami14@gmail.com","H.No. 58
Ramakrishnan","Thiruvananthapuram","Kerala","193772","India","PIPVI5459D","147627904468","2013-07-06","Low","Verified","Active"
"4802","CUST004802","Robert","Tata","Robert Tata","Male","2006-07-08","Single","Accountant","449837","9653493781","robert.tata330@gmail.com","66/807
Mukherjee Ganj","Nagpur","Maharashtra","710717","India","UFTEB4068Q","672641408961","2019-07-05","Low","Verified","Active"
"4803","CUST004803","Yashvi","Bains","Yashvi Bains","Female","2001-07-09","Married","HR Manager","426301","9420510894","yashvi.bains268@gmail.com","H.No. 50
Sane Street","Raipur","Chhattisgarh","722314","India","XENFO9325X","571965454490","2019-07-05","High","Verified","Active"
"4804","CUST004804","Samuel","Memon","Samuel Memon","Male","1999-07-10","Married","Teacher","312960","9500183628","samuel.memon239@gmail.com","H.No. 207, Parmar Marg","Dehradun","Uttarakhand","966758","India","ZDNZR4008P","032795174936","2014-07-06","High","Verified","Inactive"
"4805","CUST004805","Chaitaly","Jhaveri","Chaitaly Jhaveri","Female","1967-07-18","Divorced","Lawyer","662886","9354683493","chaitaly.jhaveri292@gmail.com","447
Rai Chowk","Dehradun","Uttarakhand","369663","India","KTFJE6596H","559924917601","2021-07-04","Low","Verified","Active"
"4806","CUST004806","Udant","Sane","Udant Sane","Male","1968-07-17","Single","Electrician","1103398","9386864139","udant.sane449@gmail.com","045, Tak","Howrah","West Bengal","674049","India","XHQHT8783Z","376918484700","2011-07-07","High","Verified","Active"
"4807","CUST004807","Owen","Balasubramanian","Owen Balasubramanian","Male","1982-07-14","Single","Government Employee","1130977","9756424938","owen.balasubramanian659@gmail.com","92/519
Chadha Zila","Bhopal","Madhya Pradesh","565292","India","GUYFG3800D","494193654722","2014-07-06","Low","Verified","Active"
"4808","CUST004808","Vedant","Dash","Vedant Dash","Male","1959-07-20","Married","Teacher","285345","9182921734","vedant.dash221@gmail.com","24, Apte Circle","Dehradun","Uttarakhand","677933","India","XJWVO8814Y","988112193485","2022-07-04","High","Verified","Active"
"4809","CUST004809","Jagat","Nori","Jagat Nori","Male","1965-07-18","Married","Shopkeeper","515077","9146525203","jagat.nori945@gmail.com","786, Rajan Street","Patna","Bihar","141350","India","WDADD8645T","670907530417","2012-07-06","Medium","Verified","Active"
"4810","CUST004810","Gopal","Seshadri","Gopal Seshadri","Male","1952-07-21","Married","Marketing Manager","1798447","9506521795","gopal.seshadri466@gmail.com","H.No. 412
Bhavsar Nagar","Thiruvananthapuram","Kerala","906773","India","JKGHC8845N","936582141050","2011-07-07","Low","Verified","Active"
"4811","CUST004811","Sathvik","Nagar","Sathvik Nagar","Male","1955-07-21","Married","Farmer","635676","9426049290","sathvik.nagar884@gmail.com","37/476, D’Alia Zila","Raipur","Chhattisgarh","584973","India","QWDEG6151I","010553603173","2018-07-05","Low","Verified","Active"
"4812","CUST004812","Zehaan","Mitter","Zehaan Mitter","Male","2005-07-08","Single","Nurse","806002","9418423677","zehaan.mitter525@gmail.com","H.No. 811, Parikh Nagar","Udaipur","Rajasthan","124076","India","HDFRO3644V","375243289610","2021-07-04","Low","Pending","Active"
"4813","CUST004813","Triveni","Subramaniam","Triveni Subramaniam","Female","1967-07-18","Married","Doctor","580092","9491344884","triveni.subramaniam56@gmail.com","19/866
Pandit Road","Ghaziabad","Uttar Pradesh","383733","India","EADGB1514U","620323342805","2025-07-03","Medium","Verified","Active"
"4814","CUST004814","Darsh","Bath","Darsh Bath","Male","2001-07-09","Married","Doctor","317541","9772230461","darsh.bath855@gmail.com","47/603
Baral Zila","Bhopal","Madhya Pradesh","773533","India","AZRMU6588J","066958986618","2023-07-04","Low","Verified","Active"
"4815","CUST004815","Nimrat","Lalla","Nimrat Lalla","Other","1985-07-13","Married","HR Manager","1642958","9590100249","nimrat.lalla241@gmail.com","H.No. 41, Srivastava Street","Amritsar","Punjab","798802","India","TXNJF4689V","182497555238","2017-07-05","Low","Verified","Active"
"4816","CUST004816","Veer","Dey","Veer Dey","Male","1956-07-20","Divorced","Shopkeeper","266226","9973082264","veer.dey96@gmail.com","93/52, Bora Path","Srinagar","Jammu & Kashmir","098755","India","DDCYM9723B","248948539723","2023-07-04","Low","Verified","Active"
"4817","CUST004817","Nimrat","Ratta","Nimrat Ratta","Female","1980-07-14","Divorced","Business Owner","1870524","9321970106","nimrat.ratta231@gmail.com","00/475
Sharaf Circle","Agra","Uttar Pradesh","128087","India","FQQFA3351J","231692042669","2015-07-06","Low","Verified","Active"
"4818","CUST004818","Anamika","Handa","Anamika Handa","Female","2000-07-09","Single","Marketing Manager","1700125","9151652540","anamika.handa518@gmail.com","H.No. 163
Sahota Circle","Patna","Bihar","010830","India","XCFQO3226J","591454349197","2016-07-05","Low","Verified","Active"
"4819","CUST004819","Dalaja","Prabhu","Dalaja Prabhu","Female","1965-07-18","Single","Retired","1012693","9106282678","dalaja.prabhu752@gmail.com","H.No. 27, Bains Circle","Ranchi","Jharkhand","560886","India","EWSTQ3029F","995903367688","2011-07-07","High","Pending","Active"
"4820","CUST004820","Inaya","Mani","Inaya Mani","Female","2002-07-09","Single","Government Employee","301050","9158045457","inaya.mani532@gmail.com","62/84, Lal Zila","Agra","Uttar Pradesh","746905","India","HLSBE6071R","324384276011","2023-07-04","Low","Verified","Active"
"4821","CUST004821","Yug","Ganesan","Yug Ganesan","Male","1958-07-20","Married","Teacher","6606206","9711340537","yug.ganesan738@gmail.com","183, Naidu","Jaipur","Rajasthan","685389","India","MLOLH8067Z","421225710479","2025-07-03","Medium","Verified","Active"
"4822","CUST004822","Jack","Gupta","Jack Gupta","Male","1982-07-14","Married","Student","2562813","9347038136","jack.gupta92@gmail.com","24
Palan Zila","Ranchi","Jharkhand","786318","India","VGTQB8428L","622242844194","2026-07-03","Low","Verified","Active"
"4823","CUST004823","Gaurav","Sheth","Gaurav Sheth","Male","1958-07-20","Married","Mechanical Engineer","434561","9508238311","gaurav.sheth856@gmail.com","85/68
Rajagopalan Chowk","Dehradun","Uttarakhand","379956","India","JYGPV5408A","735367621362","2017-07-05","Medium","Verified","Active"
"4824","CUST004824","Amol","Vasa","Amol Vasa","Male","1979-07-15","Married","Sales Executive","219668","9316450068","amol.vasa64@gmail.com","96/652
Raj Zila","Ahmedabad","Gujarat","487864","India","ZRQSK6776N","067877101249","2017-07-05","Low","Verified","Active"
"4825","CUST004825","Yoshita","Bajwa","Yoshita Bajwa","Female","1983-07-14","Single","Doctor","829506","9703631908","yoshita.bajwa333@gmail.com","H.No. 511, Mane Circle","Ahmedabad","Gujarat","641022","India","PJCGA4767T","241412571335","2015-07-06","Low","Verified","Active"
"4826","CUST004826","Arya","Pau","Arya Pau","Female","2003-07-09","Single","Government Employee","398304","9658819399","arya.pau29@gmail.com","H.No. 95, Virk Chowk","Bhopal","Madhya Pradesh","835262","India","RARVT6719J","499517121823","2015-07-06","Low","Verified","Active"
"4827","CUST004827","Udarsh","Konda","Udarsh Konda","Male","1946-07-23","Married","Police Officer","863827","9676986736","udarsh.konda472@gmail.com","60, Shah Marg","Bhopal","Madhya Pradesh","625091","India","KCGQQ1997Z","836696840959","2013-07-06","Low","Verified","Active"
"4828","CUST004828","Vrishti","Ganesh","Vrishti Ganesh","Female","1999-07-10","Married","Civil Engineer","690568","9713159621","vrishti.ganesh618@gmail.com","H.No. 198
Nanda Nagar","Indore","Madhya Pradesh","069932","India","PPNDV7106Q","421219584981","2015-07-06","Low","Verified","Active"
"4829","CUST004829","Krisha","Devi","Krisha Devi","Female","1966-07-18","Single","Marketing Manager","4121236","9765398447","krisha.devi130@gmail.com","73, Oak Marg","Amritsar","Punjab","019731","India","HDLGG5962U","605477000691","2016-07-05","High","Verified","Active"
"4830","CUST004830","Bhavya","Chakraborty","Bhavya Chakraborty","Female","1974-07-16","Single","Sales Executive","609483","9935868381","bhavya.chakraborty441@gmail.com","H.No. 272, Comar Street","Hyderabad","Telangana","317419","India","PDPPW4776D","738999979597","2022-07-04","Low","Verified","Active"
"4831","CUST004831","Udant","Dave","Udant Dave","Other","1962-07-19","Married","Civil Engineer","847775","9105442643","udant.dave346@gmail.com","340
Nayak","Agra","Uttar Pradesh","354692","India","GKZIG3151Z","915222701840","2023-07-04","Low","Verified","Active"
"4832","CUST004832","Kritika","Dewan","Kritika Dewan","Female","2003-07-09","Married","Farmer","895370","9579899992","kritika.dewan258@gmail.com","24
Samra Street","Ahmedabad","Gujarat","390742","India","FJJFD7882B","606589080533","2018-07-05","Low","Verified","Inactive"
"4833","CUST004833","Sanya","Sampath","Sanya Sampath","Female","1959-07-20","Married","Government Employee","1620918","9502648561","sanya.sampath727@gmail.com","891, Divan Street","Hyderabad","Telangana","023706","India","YKUZA8528P","067749967909","2020-07-04","Low","Verified","Active"
"4834","CUST004834","Advaith","Hayre","Advaith Hayre","Male","2001-07-09","Married","Lawyer","215044","9397229976","advaith.hayre387@gmail.com","H.No. 17, Kothari Ganj","Raipur","Chhattisgarh","123933","India","DDIAV5373I","971543050266","2025-07-03","Medium","Verified","Active"
"4835","CUST004835","Chakradev","Kurian","Chakradev Kurian","Male","1986-07-13","Single","Marketing Manager","747871","9565024844","chakradev.kurian838@gmail.com","49/751
Dugar Path","Lucknow","Uttar Pradesh","858972","India","XLOQB2461S","166047186285","2011-07-07","Medium","Verified","Active"
"4836","CUST004836","Owen","Bail","Owen Bail","Male","1966-07-18","Married","HR Manager","270162","9373957321","owen.bail236@gmail.com","13
Deol Street","Surat","Gujarat","709031","India","RHLIQ8724A","835558805193","2023-07-04","Low","Verified","Active"
"4837","CUST004837","Kashvi","More","Kashvi More","Female","2001-07-09","Married","Electrician","424206","9117967100","kashvi.more52@gmail.com","H.No. 43
Anne","Noida","Uttar Pradesh","533958","India","JQAMA8303U","821013457626","2022-07-04","Low","Verified","Active"
"4838","CUST004838","Jasmit","Gulati","Jasmit Gulati","Female","1983-07-14","Married","Sales Executive","223897","9161747463","jasmit.gulati962@gmail.com","65/090, Ghosh Zila","Howrah","West Bengal","848936","India","VLMZM9484C","536380118746","2015-07-06","Low","Verified","Active"
"4839","CUST004839","Mason","Nath","Mason Nath","Male","1994-07-11","Married","Marketing Manager","1300191","9107423087","mason.nath829@gmail.com","006, Bir Chowk","Chandigarh","Chandigarh","468060","India","AUYNZ4378L","280261866386","2020-07-04","Low","Verified","Active"
"4840","CUST004840","Sanaya","Palan","Sanaya Palan","Female","1990-07-12","Single","Lawyer","262623","9562865479","sanaya.palan796@gmail.com","H.No. 217
Sodhi Road","Amritsar","Punjab","672340","India","URYVG8968L","175442554597","2015-07-06","Low","Verified","Active"
"4841","CUST004841","Teerth","Zacharia","Teerth Zacharia","Male","2005-07-08","Married","Electrician","432330","9717512777","teerth.zacharia282@gmail.com","27
Issac Path","Thiruvananthapuram","Kerala","689707","India","FDRYY8906Y","736275687685","2018-07-05","Low","Verified","Active"
