account_id,account_number,customer_id,account_type_id,branch_id,opening_date,current_balance,available_balance,account_status,currency,nominee_registered,internet_banking,mobile_banking,debit_card,cheque_book,last_transaction_date,average_monthly_balance,interest_rate,account_rating
6517,328243570282,4830,2,29,2014-07-05,131573,126642,Active,INR,Yes,No,Yes,Yes,No,2026-02-22,134279.89,0.0,Good
6518,555583768234,4830,4,25,2024-07-02,168631,168055,Active,INR,No,No,Yes,Yes,Yes,2026-04-16,143901.92,6.75,Good
6519,825093235277,4831,1,20,2025-07-02,85589,85424,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-11,70079.39,3.5,Good
6520,260630209728,4831,1,43,2023-07-03,33052,30175,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-05,32170.35,3.5,Excellent
6521,565121007189,4831,1,89,2016-07-04,46260,45244,Active,INR,No,Yes,Yes,Yes,Yes,2026-06-18,46396.95,3.5,Average
6522,491902940573,4832,2,80,2024-07-02,704392,703654,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-02,548548.1,0.0,Good
6523,169484648232,4832,2,11,2021-07-03,69282,65741,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-27,64999.36,0.0,Good
6524,736017805249,4833,1,20,2016-07-04,90908,87295,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-11,94292.54,3.5,Good
6525,679380117730,4833,1,47,2022-07-03,17332,16463,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-23,17233.55,3.5,Poor
6526,912297438050,4834,1,29,2012-07-05,14691,10724,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-08,11077.44,3.5,Average
6527,206971178945,4835,6,22,2013-07-05,124750,123241,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-04,131995.95,3.5,Good
6528,703111279727,4836,1,5,2012-07-05,39042,36937,Active,INR,No,No,Yes,Yes,Yes,2026-02-10,27605.26,3.5,Average
6529,419722763546,4837,4,85,2019-07-04,622993,620339,Active,INR,Yes,Yes,No,Yes,No,2026-05-21,637248.74,6.75,Excellent
6530,383321393131,4838,3,43,2022-07-03,153484,149715,Active,INR,Yes,No,No,Yes,Yes,2026-01-30,118618.84,3.0,Good
6531,963507099696,4838,1,86,2014-07-05,2728,737,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-16,2600.75,3.5,Average
6532,230454790292,4839,1,64,2013-07-05,19717,14800,Active,INR,Yes,Yes,No,Yes,No,2026-04-07,16419.05,3.5,Good
6533,323138147222,4839,1,28,2014-07-05,30845,26008,Dormant,INR,No,Yes,Yes,Yes,Yes,2026-03-03,32439.27,3.5,Good
6534,396437811534,4840,1,4,2012-07-05,45285,45016,Frozen,INR,Yes,No,Yes,Yes,Yes,2026-05-22,46305.14,3.5,Excellent
6535,757915105357,4841,2,79,2019-07-04,4033,861,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-19,3153.62,0.0,Average
6536,850740459914,4841,1,41,2022-07-03,80757,77548,Active,INR,Yes,No,No,Yes,Yes,2026-06-27,70481.71,3.5,Excellent
6537,349152539272,4842,1,64,2017-07-04,90010,85105,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-06,69098.18,3.5,Average
6538,325455857309,4843,10,92,2019-07-04,141299,136749,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-05,108364.19,3.5,Excellent
6539,461863680248,4843,1,45,2023-07-03,28167,28057,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-20,29949.09,3.5,Good
6540,244958626423,4844,3,92,2022-07-03,685498,684966,Active,INR,Yes,Yes,No,Yes,Yes,2026-05-04,661398.06,3.0,Excellent
6541,913709316018,4845,9,95,2020-07-03,7112,3121,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,5538.59,4.0,Average
6542,705185283450,4845,2,2,2024-07-02,639738,638590,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-02,507404.99,0.0,Average
6543,292522204318,4846,1,61,2022-07-03,84669,83859,Active,INR,Yes,No,No,Yes,Yes,2026-02-18,73800.96,3.5,Good
6544,192344625985,4847,3,81,2013-07-05,952471,949978,Active,INR,Yes,No,No,Yes,No,2026-02-26,788753.21,3.0,Poor
6545,267383979272,4848,1,5,2016-07-04,118733,113980,Active,INR,No,No,Yes,Yes,Yes,2026-04-18,94006.92,3.5,Good
6546,252262621684,4848,2,57,2023-07-03,14709,12961,Active,INR,Yes,No,Yes,No,Yes,2026-02-18,14682.9,0.0,Good
6547,829023170443,4849,1,91,2023-07-03,159935,155272,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-24,138874.42,3.5,Excellent
6548,388637790801,4850,1,66,2026-07-02,30716,29476,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-27,32365.81,3.5,Poor
6549,133052478281,4851,1,74,2026-07-02,10192,6916,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-16,9018.53,3.5,Good
6550,361249196500,4852,2,45,2013-07-05,566106,562083,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-19,459208.67,0.0,Excellent
6551,856168056756,4853,1,89,2016-07-04,35261,32837,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-22,33821.63,3.5,Average
6552,453941692824,4853,1,47,2011-07-06,44476,41422,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-03,46216.73,3.5,Average
6553,394724645065,4854,1,65,2012-07-05,20549,17946,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-09,20606.43,3.5,Average
6554,327910613447,4855,1,73,2018-07-04,121417,116834,Active,INR,No,Yes,Yes,Yes,Yes,2026-05-03,104859.34,3.5,Excellent
6555,693648198228,4856,1,19,2015-07-05,178708,174148,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-25,190544.09,3.5,Good
6556,407324268348,4857,2,88,2019-07-04,25442,21371,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-20,25529.42,0.0,Excellent
6557,293084196395,4858,2,69,2015-07-05,37146,35267,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-10,32737.44,0.0,Good
6558,910946737370,4859,1,6,2022-07-03,25343,20723,Dormant,INR,Yes,Yes,Yes,Yes,Yes,2026-06-07,25101.65,3.5,Good
6559,467586385702,4859,1,40,2024-07-02,656,-678,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-23,707.56,3.5,Good
6560,897575088746,4860,2,17,2018-07-04,4837799,4836147,Active,INR,Yes,No,No,Yes,Yes,2026-01-09,3931362.84,0.0,Good
6561,618378081197,4861,1,41,2017-07-04,828403,826440,Active,INR,No,Yes,Yes,Yes,Yes,2026-04-16,836238.0,3.5,Excellent
6562,216930424559,4861,1,65,2021-07-03,2842,-330,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-20,2016.95,3.5,Good
6563,828174352908,4862,1,64,2026-07-02,30448,27516,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-24,28745.5,3.5,Good
6564,129592926462,4863,1,68,2014-07-05,49167,48134,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-30,44548.27,3.5,Good
6565,806462190802,4864,3,90,2022-07-03,7925,4334,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-27,5949.2,3.0,Good
6566,433670269220,4865,1,49,2019-07-04,178437,176900,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-13,161828.04,3.5,Good
6567,765080662862,4865,2,61,2019-07-04,404000,402576,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-24,315500.24,0.0,Good
6568,175907738579,4866,5,73,2022-07-03,38677,36617,Frozen,INR,Yes,No,Yes,Yes,No,2026-05-30,39654.31,6.25,Good
6569,890538568886,4867,3,89,2013-07-05,875084,873797,Active,INR,Yes,Yes,No,Yes,No,2026-03-07,793296.28,3.0,Good
6570,427543717200,4868,1,2,2018-07-04,49901,46580,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-16,41588.18,3.5,Excellent
6571,770360782589,4869,1,82,2013-07-05,80734,78553,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-14,71638.69,3.5,Poor
6572,925385422731,4870,1,87,2014-07-05,34896,31598,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-21,33615.4,3.5,Excellent
6573,810011727221,4870,1,52,2017-07-04,8272,5890,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-30,6610.2,3.5,Average
6574,969005210796,4871,1,12,2016-07-04,65535,62950,Active,INR,Yes,Yes,Yes,No,Yes,2026-07-01,63370.57,3.5,Average
6575,894990239979,4872,5,85,2019-07-04,770068,765556,Frozen,INR,Yes,Yes,Yes,Yes,Yes,2026-05-01,759852.36,6.25,Poor
6576,367550627456,4873,5,96,2019-07-04,8675,8255,Active,INR,Yes,Yes,No,Yes,Yes,2026-03-26,6301.05,6.25,Good
6577,905497613495,4874,1,88,2023-07-03,193027,188171,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-06,190109.15,3.5,Average
6578,157276962809,4875,3,11,2019-07-04,40727,36369,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-12,34502.77,3.0,Average
6579,799271985195,4875,1,39,2014-07-05,25454,24914,Active,INR,Yes,No,Yes,Yes,No,2026-03-27,22715.39,3.5,Average
6580,503827330476,4876,3,39,2023-07-03,138068,137373,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-29,118165.95,3.0,Excellent
6581,468528441921,4877,2,35,2019-07-04,9639,5510,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-09,10518.81,0.0,Good
6582,327100654057,4878,1,90,2026-07-02,49013,48810,Active,INR,Yes,No,Yes,Yes,No,2026-04-29,41817.47,3.5,Good
6583,856715062099,4879,1,60,2016-07-04,402,-3411,Active,INR,Yes,Yes,No,Yes,No,2026-05-21,367.79,3.5,Average
6584,545169538017,4880,1,11,2020-07-03,165157,163485,Active,INR,Yes,Yes,No,Yes,No,2026-06-15,169172.69,3.5,Excellent
6585,378716979361,4881,4,60,2024-07-02,13040,9830,Active,INR,No,Yes,Yes,Yes,Yes,2026-03-22,12459.99,6.75,Excellent
6586,628638458061,4882,1,52,2024-07-02,7916,4685,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-20,5682.54,3.5,Average
6587,231554917385,4883,1,4,2025-07-02,33727,32752,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-14,31847.99,3.5,Good
6588,954990300424,4884,1,6,2013-07-05,5413,2449,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-29,4472.92,3.5,Good
6589,556332779646,4884,1,11,2018-07-04,71952,70083,Dormant,INR,Yes,Yes,Yes,No,No,2026-01-16,75118.7,3.5,Good
6590,232560431649,4885,1,99,2025-07-02,358616,354861,Active,INR,No,Yes,Yes,Yes,Yes,2026-03-22,297668.93,3.5,Excellent
6591,570393778337,4886,3,50,2022-07-03,36018,31047,Active,INR,Yes,No,Yes,Yes,No,2026-04-23,34869.7,3.0,Average
6592,493222744469,4887,9,79,2023-07-03,36611,32757,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-08,29180.25,4.0,Good
6593,954283965713,4887,1,76,2026-07-02,170,-618,Dormant,INR,Yes,Yes,No,Yes,No,2026-03-06,149.08,3.5,Good
6594,577493067777,4888,3,50,2012-07-05,152182,148881,Active,INR,No,Yes,Yes,Yes,No,2026-06-27,116998.88,3.0,Good
6595,347639280719,4888,2,18,2021-07-03,129484,127376,Active,INR,Yes,Yes,No,No,Yes,2026-06-16,112232.97,0.0,Average
6596,991530102099,4889,1,100,2021-07-03,182771,180181,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-12,150436.33,3.5,Excellent
6597,134837394945,4890,1,7,2011-07-06,8032,4271,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-13,7632.8,3.5,Average
6598,814189168934,4891,1,66,2017-07-04,16961,14224,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-25,14679.26,3.5,Excellent
6599,269963743988,4891,2,4,2014-07-05,35629,34459,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-13,34288.66,0.0,Good
6600,190834499752,4892,3,48,2024-07-02,2668482,2668096,Active,INR,No,Yes,Yes,Yes,No,2026-03-04,2439527.4,3.0,Excellent
6601,230660319428,4893,1,98,2020-07-03,22595,17948,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,19387.35,3.5,Excellent
6602,643325835727,4894,3,88,2023-07-03,20673,16840,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-30,20974.84,3.0,Good
6603,179935293263,4894,7,74,2012-07-05,897,648,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-20,823.22,3.5,Good
6604,903162598592,4894,3,37,2026-07-02,48930,44711,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-13,43927.87,3.0,Average
6605,946892685418,4895,1,7,2021-07-03,783337,779483,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-09,683629.06,3.5,Good
6606,480558191982,4896,1,81,2020-07-03,7011,3154,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-07-02,6882.15,3.5,Good
6607,250799763696,4896,1,52,2019-07-04,953829,950903,Active,INR,Yes,Yes,No,Yes,Yes,2026-01-18,760530.42,3.5,Average
6608,991447870075,4897,3,72,2013-07-05,1107388,1104583,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,1184440.83,3.0,Average
6609,785195362807,4898,3,52,2019-07-04,63365,61942,Active,INR,Yes,No,Yes,Yes,No,2026-01-04,66954.43,3.0,Good
6610,904535006032,4898,3,46,2014-07-05,143362,143236,Active,INR,Yes,No,Yes,No,Yes,2026-05-10,114909.46,3.0,Good
6611,971638512478,4899,1,12,2016-07-04,990471,987367,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-12,941611.87,3.5,Excellent
6612,557758532729,4899,1,71,2012-07-05,818486,817014,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-22,886682.34,3.5,Good
6613,754663766956,4899,1,98,2021-07-03,23307,22690,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-12,22321.02,3.5,Good
6614,852401471912,4900,1,36,2019-07-04,178369,176720,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-15,192177.12,3.5,Poor
6615,823019570258,4900,10,83,2017-07-04,31221,29906,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-31,33911.14,3.5,Good
6616,353153459927,4901,1,64,2012-07-05,166886,165598,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-12,165363.58,3.5,Average
6617,288588256244,4901,2,76,2017-07-04,41413,40667,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-24,44427.69,0.0,Good
6618,694238773668,4902,1,48,2017-07-04,612652,610481,Frozen,INR,Yes,Yes,Yes,No,Yes,2026-06-07,631199.97,3.5,Average
6619,440116415738,4903,6,87,2011-07-06,870899,868214,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-07,902873.02,3.5,Excellent
6620,499676191330,4904,3,99,2025-07-02,3695140,3691288,Active,INR,No,Yes,Yes,Yes,Yes,2026-04-13,4019032.89,3.0,Good
6621,714127325955,4905,1,51,2019-07-04,20951,18922,Active,INR,No,Yes,Yes,Yes,Yes,2026-01-14,15708.83,3.5,Excellent
6622,834558026845,4906,1,93,2024-07-02,842552,839694,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-14,865369.64,3.5,Excellent
6623,546941255620,4907,1,63,2026-07-02,38925,34197,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-06-29,30175.94,3.5,Good
6624,702697626489,4908,1,58,2022-07-03,119039,119024,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-08,115931.87,3.5,Good
6625,466442902085,4909,1,52,2018-07-04,6213,2916,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-09,5841.63,3.5,Good
6626,695316626461,4910,1,44,2025-07-02,20048,19883,Closed,INR,Yes,Yes,Yes,Yes,Yes,2026-03-23,14958.65,3.5,Average
6627,411671512991,4911,1,72,2017-07-04,38076,37639,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-11,30206.83,3.5,Good
6628,832802550875,4912,1,97,2015-07-05,87000,85253,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-30,70118.67,3.5,Poor
6629,648112789046,4913,1,46,2025-07-02,133858,133017,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-12,146671.86,3.5,Poor
6630,595525603940,4914,1,20,2016-07-04,693,-233,Active,INR,No,No,No,Yes,Yes,2026-01-26,735.82,3.5,Excellent
6631,194708934155,4914,2,59,2015-07-05,7084,5797,Active,INR,Yes,No,Yes,Yes,No,2026-04-05,5287.26,0.0,Average
6632,495680519055,4914,1,71,2013-07-05,96189,94722,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-31,99183.44,3.5,Good
6633,304737468435,4915,6,84,2019-07-04,2967,-1737,Active,INR,No,Yes,Yes,Yes,Yes,2026-02-23,2215.02,3.5,Poor
6634,834984567402,4915,1,50,2013-07-05,818627,818082,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-22,793534.1,3.5,Good
6635,762536774487,4916,6,72,2015-07-05,23600,18771,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-18,19558.41,3.5,Average
6636,861225679631,4917,1,49,2023-07-03,5932,954,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-02,5323.69,3.5,Good
6637,942509013108,4917,1,41,2024-07-02,25385,21050,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-23,26663.12,3.5,Average
6638,562579664347,4918,1,50,2013-07-05,658611,657233,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-26,692476.2,3.5,Excellent
6639,747262689878,4918,1,87,2015-07-05,295456,293474,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-26,309361.87,3.5,Good
6640,346277957146,4919,1,99,2018-07-04,47899,43935,Active,INR,No,No,Yes,Yes,No,2026-01-31,37724.06,3.5,Average
6641,970449793812,4919,9,32,2023-07-03,124032,121803,Active,INR,No,Yes,No,Yes,Yes,2026-02-06,92858.75,4.0,Good
6642,234018719803,4919,1,73,2014-07-05,14837,14711,Active,INR,Yes,Yes,No,Yes,No,2026-05-10,15581.1,3.5,Good
6643,336392161057,4920,1,8,2014-07-05,3610707,3610682,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-22,3226582.06,3.5,Average
6644,353486808905,4921,1,62,2013-07-05,49857,45920,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-12,41907.0,3.5,Good
6645,715716173582,4922,1,60,2025-07-02,33733,29475,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-15,35074.85,3.5,Average
6646,883178844161,4923,6,70,2024-07-02,49425,44907,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-01,41229.95,3.5,Good
6647,307978583585,4924,1,59,2015-07-05,123452,121291,Active,INR,Yes,Yes,No,Yes,No,2026-04-08,120103.62,3.5,Good
6648,862852041895,4925,7,82,2022-07-03,67202,66582,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-20,72232.77,3.5,Average
6649,423010686597,4925,1,82,2023-07-03,22072,18403,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-03,22544.04,3.5,Good
6650,791304084502,4925,1,46,2014-07-05,103610,101065,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,110235.01,3.5,Good
6651,957642344217,4926,2,73,2020-07-03,17594,13229,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-23,16100.33,0.0,Good
6652,626274111314,4927,5,8,2023-07-03,186231,183290,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-06,152225.25,6.25,Average
6653,696494927332,4928,2,21,2025-07-02,32501,29760,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-06,30675.46,0.0,Average
6654,445346790122,4929,1,10,2021-07-03,1897,-463,Closed,INR,Yes,No,Yes,Yes,No,2026-04-24,1768.4,3.5,Good
6655,797471360996,4929,1,16,2013-07-05,69232,67431,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-10,53268.14,3.5,Excellent
6656,779539246700,4930,2,97,2015-07-05,120174,117907,Active,INR,No,Yes,Yes,Yes,No,2026-05-16,96593.6,0.0,Average
6657,768078073132,4931,2,55,2020-07-03,31817,27728,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-25,34734.42,0.0,Good
6658,173561675545,4932,1,37,2024-07-02,588678,585373,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-11,556749.43,3.5,Good
6659,255531130157,4933,2,10,2023-07-03,10372,7590,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-22,9505.59,0.0,Good
6660,556942421596,4934,1,31,2024-07-02,182096,181267,Frozen,INR,Yes,Yes,No,Yes,Yes,2026-01-25,151335.35,3.5,Excellent
6661,113012019975,4935,2,94,2016-07-04,5120,4450,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-04,4706.09,0.0,Excellent
6662,913030554481,4936,1,72,2019-07-04,458544,456415,Active,INR,Yes,No,Yes,Yes,No,2026-02-05,350127.6,3.5,Excellent
6663,545624842148,4937,3,4,2021-07-03,4051779,4049561,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-01,3465395.25,3.0,Average
6664,714401404728,4938,1,77,2011-07-06,26076,24329,Active,INR,Yes,Yes,No,Yes,Yes,2026-03-07,19598.38,3.5,Good
6665,514205475359,4939,3,84,2024-07-02,10367,9679,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-22,9596.66,3.0,Good
6666,870164339350,4939,9,11,2014-07-05,3606,-908,Active,INR,Yes,No,Yes,Yes,No,2026-01-07,3906.46,4.0,Good
6667,396196086726,4940,2,60,2023-07-03,30923,29171,Active,INR,Yes,No,Yes,Yes,No,2026-03-24,31010.61,0.0,Poor
6668,354122244210,4941,3,17,2024-07-02,486569,483604,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-13,466693.48,3.0,Average
6669,427799616190,4942,1,36,2017-07-04,154673,149834,Active,INR,Yes,No,No,Yes,Yes,2026-02-02,157951.86,3.5,Average
6670,172574983363,4942,3,74,2023-07-03,52262,49212,Active,INR,No,Yes,No,Yes,Yes,2026-01-09,44332.0,3.0,Average
6671,875506504869,4943,1,24,2011-07-06,43844,41181,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-07,36674.96,3.5,Average
6672,247598004631,4944,1,61,2013-07-05,1134981,1131192,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-08,1123092.1,3.5,Excellent
6673,811350527845,4945,2,33,2014-07-05,46469,43553,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-22,35116.33,0.0,Average
6674,648672374063,4946,3,32,2013-07-05,12455,9063,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-26,11213.88,3.0,Poor
6675,152590245417,4947,3,73,2025-07-02,33207,32601,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-15,35627.94,3.0,Good
6676,358094426405,4947,3,16,2015-07-05,3731555,3731336,Active,INR,Yes,Yes,No,Yes,Yes,2026-01-24,3104999.23,3.0,Average
6677,389502265299,4948,6,26,2020-07-03,13618,9624,Active,INR,No,No,Yes,Yes,Yes,2026-04-27,10929.94,3.5,Poor
6678,818801368307,4949,2,47,2022-07-03,169551,166500,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-16,138216.44,0.0,Average
6679,135939443668,4950,1,20,2020-07-03,13280,11533,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-08,11385.82,3.5,Good
6680,638663085645,4951,3,17,2022-07-03,39082,35047,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-22,35298.06,3.0,Poor
6681,822153868468,4952,1,33,2017-07-04,476107,474570,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-11,466298.27,3.5,Good
6682,220400626531,4952,1,19,2011-07-06,923224,922151,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-22,656013.99,3.5,Average
6683,500095044987,4952,1,11,2019-07-04,19793,19499,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-06,17167.01,3.5,Average
6684,170807734519,4953,1,13,2019-07-04,2708,-1621,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-19,2933.97,3.5,Good
6685,441334750500,4953,1,94,2017-07-04,7744,5646,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-28,7669.77,3.5,Poor
6686,506457495379,4954,3,21,2014-07-05,64694,61441,Active,INR,Yes,No,Yes,Yes,No,2026-06-21,70193.34,3.0,Good
6687,962162917868,4955,1,8,2019-07-04,159819,159778,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-25,120951.13,3.5,Average
6688,889226010058,4956,1,46,2018-07-04,37418,33591,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-08,37653.51,3.5,Excellent
6689,747191195042,4956,1,10,2019-07-04,139919,135782,Active,INR,Yes,Yes,No,Yes,No,2026-03-16,118190.66,3.5,Good
6690,464380851472,4957,1,47,2012-07-05,5488,3707,Active,INR,Yes,No,Yes,Yes,No,2026-02-16,5806.21,3.5,Excellent
6691,241458159187,4957,2,3,2017-07-04,188344,184654,Active,INR,Yes,No,Yes,Yes,No,2026-03-06,178662.9,0.0,Good
6692,573857226296,4958,1,37,2024-07-02,112288,107524,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-29,90469.12,3.5,Excellent
6693,106556432418,4959,2,74,2016-07-04,80693,78570,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-21,74394.59,0.0,Good
6694,943634025640,4959,1,63,2018-07-04,30323,27394,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-05,26001.4,3.5,Good
6695,861624911947,4960,2,10,2020-07-03,6876,4668,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-26,6165.76,0.0,Good
6696,389516898811,4961,1,98,2011-07-06,2280,-1892,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-17,1856.94,3.5,Good
6697,143061390057,4962,1,62,2026-07-02,45619,42043,Active,INR,Yes,Yes,Yes,No,Yes,2026-01-17,41127.08,3.5,Average
6698,316131024091,4963,1,70,2022-07-03,633992,629888,Closed,INR,Yes,Yes,Yes,Yes,Yes,2026-01-19,535876.05,3.5,Poor
6699,364962099996,4964,5,41,2020-07-03,106899,106130,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-30,94040.64,6.25,Excellent
6700,257542471419,4964,5,93,2018-07-04,2031179,2026850,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-28,1679647.65,6.25,Average
6701,807240272827,4964,1,86,2025-07-02,850167,847426,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-14,765955.76,3.5,Good
6702,202326438555,4965,3,56,2026-07-02,133758,129376,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-16,115535.0,3.0,Average
6703,419917152823,4966,2,30,2013-07-05,48062,44895,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-20,38571.79,0.0,Good
6704,127829040931,4967,1,14,2019-07-04,20878,17753,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-24,16617.25,3.5,Good
6705,149846668373,4968,1,28,2022-07-03,158069,157732,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-22,143127.87,3.5,Average
6706,736212453106,4968,1,59,2011-07-06,6567,4340,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-29,6881.58,3.5,Good
6707,770571414460,4969,2,60,2023-07-03,75011,73978,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-11,77659.88,0.0,Good
6708,969081474730,4970,1,26,2021-07-03,524174,519882,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-01-21,502894.2,3.5,Average
6709,938171819892,4970,1,37,2015-07-05,122371,120974,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-18,131166.4,3.5,Good
