beneficiary_id,beneficiary_code,account_id,beneficiary_name,beneficiary_bank,beneficiary_account_number,ifsc_code,relationship,beneficiary_type,city,state,mobile_number,email,added_date,status
22903,BEN908885,12704,Omisha Shah,BankAI,414023183883,BKAI387004,Business Partner,Internal,Chittoor,Odisha,7658422491,omisha.shah@gmail.com,2022-06-21,Active
22904,BEN892930,12704,Janani Sani,BankAI,492514116458,BKAI296298,Brother,Internal,Nanded,Telangana,7109377732,janani.sani@gmail.com,2021-06-18,Active
22905,BEN499155,12704,Omisha Yadav,BankAI,624440805731,BKAI568264,Sister,Internal,Naihati,Andhra Pradesh,0630640005,omisha.yadav@gmail.com,2019-04-11,Active
22906,BEN678168,12706,Madhavi Balasubramanian,Canara Bank,623167500256,BKAI225598,Self,External,Malegaon,West Bengal,5506392805,madhavi.balasubramanian@gmail.com,2017-09-25,Active
22907,BEN590237,12706,Hitesh Kalla,Axis Bank,925018537694,BKAI589774,Self,External,Hosur,Mizoram,2111113257,hitesh.kalla@gmail.com,2021-06-24,Active
22908,BEN782415,12706,Chaman Bhasin,Bank of Baroda,920095289850,BKAI353550,Brother,External,Dharmavaram,Manipur,8221362212,chaman.bhasin@gmail.com,2025-07-01,Active
22909,BEN848395,12707,Avni Bhatnagar,Punjab National Bank,114883320065,BKAI704759,Spouse,External,Giridih,Assam,5852071433,avni.bhatnagar@gmail.com,2024-09-18,Active
22910,BEN806843,12707,Barkha Shroff,Punjab National Bank,796250439343,BKAI965829,Father,External,Kollam,Tripura,6878454502,barkha.shroff@gmail.com,2025-01-25,Active
22911,BEN653547,12707,Rohan Sekhon,BankAI,913768148422,BKAI128887,Self,Internal,Kadapa,Meghalaya,9268171843,rohan.sekhon@gmail.com,2016-08-23,Active
22912,BEN200294,12708,Hitesh Solanki,BankAI,365943681058,BKAI489021,Mother,Internal,Jalna,Maharashtra,1472874952,hitesh.solanki@gmail.com,2023-06-28,Active
22913,BEN500885,12708,Pahal Nazareth,Bandhan Bank,195501603105,BKAI621442,Employer,External,Ozhukarai,Mizoram,7439237188,pahal.nazareth@gmail.com,2016-10-13,Active
22914,BEN395633,12709,Ekaraj Dutt,BankAI,514646154542,BKAI449197,Sister,Internal,Loni,Tripura,4496714494,ekaraj.dutt@gmail.com,2021-07-21,Active
22915,BEN202222,12709,Girindra Luthra,BankAI,147661541519,BKAI770082,Spouse,Internal,Gaya,Karnataka,7487098388,girindra.luthra@gmail.com,2025-11-09,Active
22916,BEN202737,12710,Nitara Konda,Axis Bank,269810311926,BKAI380883,Father,External,Sambhal,Gujarat,9929403429,nitara.konda@gmail.com,2018-11-12,Active
22917,BEN183687,12710,Charita Mander,BankAI,559192375830,BKAI980622,Friend,Internal,Khandwa,Punjab,3884714050,charita.mander@gmail.com,2016-07-09,Active
22918,BEN430640,12710,Atharv More,IDFC FIRST Bank,571074591090,BKAI653611,Mother,External,Morbi,Assam,6435862196,atharv.more@gmail.com,2024-05-21,Active
22919,BEN793347,12711,Adya Subramaniam,Union Bank of India,206024118821,BKAI159809,Friend,External,Tenali,Karnataka,1133008565,adya.subramaniam@gmail.com,2024-12-31,Active
22920,BEN488988,12712,Ansh Kaur,Yes Bank,142666706631,BKAI168263,Friend,External,Tiruvottiyur,Tripura,7569170108,ansh.kaur@gmail.com,2022-06-27,Active
22921,BEN722976,12712,Vincent Kibe,Bank of Baroda,655295155253,BKAI383438,Spouse,External,Nagaon,Madhya Pradesh,7015805761,vincent.kibe@gmail.com,2022-05-29,Active
22922,BEN171661,12713,Shravya Virk,Bandhan Bank,148722103946,BKAI477477,Friend,External,Kottayam,Odisha,6691395490,shravya.virk@gmail.com,2018-11-08,Active
22923,BEN458634,12713,Arya Sama,BankAI,393496377522,BKAI819131,Brother,Internal,Panchkula,Rajasthan,9729099100,arya.sama@gmail.com,2024-10-21,Active
22924,BEN667573,12714,Rajeshri Sunder,BankAI,208096765917,BKAI540407,Sister,Internal,Bardhaman,Karnataka,0846097400,rajeshri.sunder@gmail.com,2023-10-19,Active
22925,BEN665103,12715,Robert Balakrishnan,Canara Bank,721185368007,BKAI399801,Self,External,Narasaraopet,Arunachal Pradesh,0085432394,robert.balakrishnan@gmail.com,2025-01-19,Active
22926,BEN520194,12716,Hemang Dyal,Union Bank of India,919923767080,BKAI374569,Brother,External,Sagar,Madhya Pradesh,4433685531,hemang.dyal@gmail.com,2026-04-29,Active
22927,BEN249220,12716,Lila Ramesh,BankAI,791222475954,BKAI376059,Self,Internal,Ratlam,Madhya Pradesh,6263585056,lila.ramesh@gmail.com,2025-09-04,Active
22928,BEN288190,12717,Guneet Deol,BankAI,282219495467,BKAI426657,Mother,Internal,Medininagar,Arunachal Pradesh,7228698038,guneet.deol@gmail.com,2025-09-25,Active
22929,BEN596281,12718,Pushti Dasgupta,IDFC FIRST Bank,184881323880,BKAI214815,Spouse,External,Tadipatri,Goa,2031091241,pushti.dasgupta@gmail.com,2021-09-20,Active
22930,BEN354577,12718,Xalak Brar,AU Small Finance Bank,413958193544,BKAI500541,Friend,External,Kottayam,Bihar,6256983588,xalak.brar@gmail.com,2020-05-13,Active
22931,BEN433852,12718,Rajata Aggarwal,HDFC Bank,433728322551,BKAI593504,Self,External,Ahmednagar,Telangana,2111609195,rajata.aggarwal@gmail.com,2019-11-19,Active
22932,BEN134680,12719,Brinda Kunda,BankAI,954921778712,BKAI770027,Friend,Internal,Haridwar,Bihar,6692510805,brinda.kunda@gmail.com,2018-01-27,Active
22933,BEN866309,12719,Arunima Saraf,HDFC Bank,886823937883,BKAI645746,Employee,External,Darbhanga,Goa,7933203883,arunima.saraf@gmail.com,2025-05-01,Active
22934,BEN385724,12719,Anamika Sahni,BankAI,916121830864,BKAI385909,Employee,Internal,Chittoor,Rajasthan,4598232588,anamika.sahni@gmail.com,2019-02-11,Active
22935,BEN509337,12721,Sudiksha Seth,Union Bank of India,347753895939,BKAI354018,Mother,External,Amritsar,Assam,1716235100,sudiksha.seth@gmail.com,2025-08-09,Active
22936,BEN780563,12721,Tanvi Kadakia,Yes Bank,719886627693,BKAI435183,Friend,External,Cuttack,Assam,1551632129,tanvi.kadakia@gmail.com,2021-08-28,Active
22937,BEN780748,12722,Tamanna Devan,Axis Bank,615669211281,BKAI539188,Self,External,Karnal,Tripura,9687089558,tamanna.devan@gmail.com,2019-05-24,Active
22938,BEN344915,12722,Faraj Vaidya,Axis Bank,723680119253,BKAI736909,Self,External,Hajipur,Telangana,4968521705,faraj.vaidya@gmail.com,2022-10-26,Active
22939,BEN378301,12723,Atharv Arora,Axis Bank,893760121263,BKAI135914,Mother,External,Tinsukia,Sikkim,4088067336,atharv.arora@gmail.com,2020-12-26,Active
22940,BEN499218,12723,Unnati Zachariah,AU Small Finance Bank,807622645664,BKAI127631,Friend,External,Kolkata,Jharkhand,4315839627,unnati.zachariah@gmail.com,2024-05-03,Active
22941,BEN714308,12723,Manbir Rege,Yes Bank,982486755852,BKAI469929,Father,External,Bhind,Gujarat,5507981877,manbir.rege@gmail.com,2017-03-19,Active
22942,BEN500382,12724,Laksh Ratti,Axis Bank,597832240252,BKAI785144,Friend,External,Jaunpur,Assam,3183733297,laksh.ratti@gmail.com,2016-08-16,Active
22943,BEN338057,12724,Wishi Dhingra,Punjab National Bank,375277029717,BKAI694451,Mother,External,Tiruvottiyur,Andhra Pradesh,9467858887,wishi.dhingra@gmail.com,2019-10-02,Active
22944,BEN453964,12725,Rehaan Bhat,Yes Bank,210115501318,BKAI628900,Friend,External,Sultan Pur Majra,Rajasthan,9557812604,rehaan.bhat@gmail.com,2022-08-18,Inactive
22945,BEN333583,12725,Anya Bala,Indian Bank,991201720764,BKAI876500,Mother,External,Thiruvananthapuram,Rajasthan,1264912007,anya.bala@gmail.com,2018-02-13,Active
22946,BEN865981,12726,Prisha Raju,Bandhan Bank,824019228067,BKAI232201,Spouse,External,Bahraich,Jharkhand,0415332986,prisha.raju@gmail.com,2022-06-28,Active
22947,BEN710240,12726,Priya Nigam,BankAI,499871293969,BKAI831394,Employer,Internal,Rewa,Himachal Pradesh,5918905477,priya.nigam@gmail.com,2019-05-03,Active
22948,BEN682400,12726,Vihaan Chada,BankAI,470501736732,BKAI616779,Spouse,Internal,Ichalkaranji,Assam,2639763388,vihaan.chada@gmail.com,2019-07-02,Active
22949,BEN616786,12726,Geetika Chaudhari,IndusInd Bank,133930534029,BKAI859397,Spouse,External,Barasat,Mizoram,9700676865,geetika.chaudhari@gmail.com,2025-01-11,Active
22950,BEN699819,12728,Qushi Dhar,State Bank of India,141483873513,BKAI924642,Sister,External,Sambhal,Telangana,2740734465,qushi.dhar@gmail.com,2018-06-25,Active
22951,BEN590011,12728,Gauri Apte,BankAI,741048947004,BKAI569467,Business Partner,Internal,Pudukkottai,Mizoram,3870572633,gauri.apte@gmail.com,2026-01-05,Active
22952,BEN106409,12728,Isaac Saran,Bank of Baroda,535651211530,BKAI852250,Friend,External,Chandigarh,Chhattisgarh,7631802071,isaac.saran@gmail.com,2025-06-23,Active
22953,BEN891028,12729,Nandini Kota,Union Bank of India,555804354840,BKAI474940,Self,External,Hubli–Dharwad,Madhya Pradesh,2763099957,nandini.kota@gmail.com,2025-04-27,Active
22954,BEN196748,12729,Manya Baral,Bandhan Bank,591277358788,BKAI111250,Employee,External,Chennai,Sikkim,6706250288,manya.baral@gmail.com,2022-04-07,Active
22955,BEN706229,12729,Bimala Aggarwal,Union Bank of India,117967826152,BKAI428605,Mother,External,Cuttack,Jharkhand,5122105499,bimala.aggarwal@gmail.com,2022-11-26,Active
22956,BEN199005,12730,Aradhana Khosla,IDFC FIRST Bank,229937693871,BKAI104488,Employer,External,Dharmavaram,Tamil Nadu,9586253929,aradhana.khosla@gmail.com,2017-01-05,Active
22957,BEN780604,12731,Lopa Sem,Axis Bank,672946820573,BKAI513120,Spouse,External,Jhansi,Tamil Nadu,8931515422,lopa.sem@gmail.com,2018-09-18,Active
22958,BEN346443,12731,Forum Kumer,Canara Bank,772309145388,BKAI332400,Sister,External,Bilaspur,Tamil Nadu,8948255103,forum.kumer@gmail.com,2023-10-13,Active
22959,BEN690752,12731,Hemani Rajagopal,Bandhan Bank,388707644696,BKAI665191,Business Partner,External,Chandrapur,Gujarat,2714361278,hemani.rajagopal@gmail.com,2022-07-10,Active
22960,BEN496394,12732,Ekaja Sani,AU Small Finance Bank,703697004420,BKAI388690,Employer,External,Guna,Kerala,8405959013,ekaja.sani@gmail.com,2020-05-10,Active
22961,BEN388462,12732,Yadavi Pillay,ICICI Bank,539610199010,BKAI642353,Father,External,Salem,Meghalaya,5735407353,yadavi.pillay@gmail.com,2022-06-17,Active
22962,BEN219302,12733,Hemani Viswanathan,Bandhan Bank,793027611486,BKAI808896,Self,External,Jamshedpur,Uttar Pradesh,7412467055,hemani.viswanathan@gmail.com,2021-10-09,Active
22963,BEN430021,12733,Pallavi Narang,BankAI,193130729158,BKAI750179,Spouse,Internal,Jhansi,Jharkhand,7940839216,pallavi.narang@gmail.com,2024-04-26,Active
22964,BEN667121,12734,Urmi Basu,HDFC Bank,685772662670,BKAI763844,Brother,External,Kozhikode,Punjab,8395905677,urmi.basu@gmail.com,2019-08-01,Active
22965,BEN364795,12734,Arjun Agrawal,IndusInd Bank,832167746738,BKAI531597,Brother,External,Baranagar,Punjab,9720178165,arjun.agrawal@gmail.com,2019-10-17,Active
22966,BEN681811,12735,Aachal Desai,Punjab National Bank,407696636366,BKAI132442,Brother,External,Ramgarh,Andhra Pradesh,6497706190,aachal.desai@gmail.com,2023-02-18,Active
22967,BEN102714,12736,Varsha Jha,Union Bank of India,110655746311,BKAI547943,Father,External,Ghaziabad,Tripura,5710458682,varsha.jha@gmail.com,2017-12-22,Active
22968,BEN958973,12737,Gabriel Hari,BankAI,208593518863,BKAI462264,Sister,Internal,Ghaziabad,Manipur,3725036938,gabriel.hari@gmail.com,2020-03-15,Active
22969,BEN668617,12738,Januja Kaur,BankAI,224112875895,BKAI648909,Self,Internal,Chandrapur,West Bengal,3254835222,januja.kaur@gmail.com,2020-06-20,Active
22970,BEN607979,12738,Ishaan Mohan,Kotak Mahindra Bank,407077853703,BKAI717925,Spouse,External,Imphal,Jharkhand,1007384198,ishaan.mohan@gmail.com,2025-12-18,Active
22971,BEN263623,12739,Hemani Seshadri,BankAI,132657544888,BKAI695019,Employer,Internal,Raurkela Industrial Township,Karnataka,6339228851,hemani.seshadri@gmail.com,2022-11-20,Active
22972,BEN268458,12739,Aarnav Venkatesh,IndusInd Bank,571410106054,BKAI370082,Father,External,Bathinda,Uttar Pradesh,1666282133,aarnav.venkatesh@gmail.com,2021-07-12,Active
22973,BEN449952,12740,Garima Apte,BankAI,413672183513,BKAI280061,Father,Internal,Hospet,Nagaland,2279237885,garima.apte@gmail.com,2020-02-10,Active
22974,BEN449024,12740,Ikbal Handa,BankAI,212459272043,BKAI348117,Spouse,Internal,Nagpur,Jharkhand,8562210777,ikbal.handa@gmail.com,2018-12-07,Active
22975,BEN640483,12740,Siya Mandal,BankAI,991618619108,BKAI370329,Mother,Internal,Eluru,Goa,8059459986,siya.mandal@gmail.com,2023-11-03,Active
22976,BEN647588,12740,Edhitha Shroff,Indian Bank,421791537283,BKAI941892,Father,External,Miryalaguda,Bihar,7274532013,edhitha.shroff@gmail.com,2016-12-24,Active
22977,BEN328773,12742,Meera Krishna,Bank of Baroda,303719162945,BKAI864770,Sister,External,Nagpur,West Bengal,4972576909,meera.krishna@gmail.com,2017-02-13,Active
22978,BEN806222,12742,Daniel Chandran,BankAI,866886268230,BKAI277209,Self,Internal,Pimpri-Chinchwad,Telangana,5787110103,daniel.chandran@gmail.com,2024-12-14,Active
22979,BEN653698,12742,Nidhi Sami,Axis Bank,101966361461,BKAI110298,Other,External,Srikakulam,Himachal Pradesh,7682618185,nidhi.sami@gmail.com,2020-01-06,Active
22980,BEN515657,12743,Hitesh Brar,Indian Bank,839013073154,BKAI711830,Self,External,Sambalpur,Arunachal Pradesh,9063409717,hitesh.brar@gmail.com,2019-02-23,Active
22981,BEN498813,12744,Warjas Pathak,Axis Bank,362033543391,BKAI268688,Mother,External,Gurgaon,Uttarakhand,3246302608,warjas.pathak@gmail.com,2016-10-10,Inactive
22982,BEN507079,12744,Omisha Rattan,Indian Bank,692800207994,BKAI828455,Friend,External,Chennai,Tamil Nadu,7535369831,omisha.rattan@gmail.com,2024-09-30,Active
22983,BEN393656,12744,Dev Jayaraman,IDFC FIRST Bank,653592639250,BKAI514455,Friend,External,Burhanpur,Sikkim,3039544143,dev.jayaraman@gmail.com,2024-01-17,Active
22984,BEN969170,12745,Avni Minhas,BankAI,488073256164,BKAI745484,Friend,Internal,Srinagar,Arunachal Pradesh,4961644954,avni.minhas@gmail.com,2022-02-04,Active
22985,BEN797740,12746,Libni Vohra,Kotak Mahindra Bank,226207189551,BKAI293460,Friend,External,Adoni,Bihar,0155909426,libni.vohra@gmail.com,2021-06-19,Active
22986,BEN586221,12747,Riya Divan,IndusInd Bank,213853858224,BKAI817702,Self,External,Ambala,Uttar Pradesh,8096750833,riya.divan@gmail.com,2024-12-25,Active
22987,BEN451609,12747,Zayyan Kadakia,Union Bank of India,672750676977,BKAI414329,Sister,External,Hosur,Himachal Pradesh,8572605368,zayyan.kadakia@gmail.com,2019-04-16,Active
22988,BEN786192,12747,Arjun Barad,Yes Bank,113844799936,BKAI960780,Spouse,External,Kozhikode,Tamil Nadu,2559833137,arjun.barad@gmail.com,2022-06-19,Active
22989,BEN682869,12749,Jai Walia,Union Bank of India,217879371200,BKAI761549,Father,External,Tenali,Telangana,1082915035,jai.walia@gmail.com,2022-01-24,Active
22990,BEN367869,12749,Balveer Kumar,HDFC Bank,887615516438,BKAI637242,Mother,External,Dewas,Arunachal Pradesh,7454784308,balveer.kumar@gmail.com,2016-07-10,Active
22991,BEN546151,12750,Robert Prakash,AU Small Finance Bank,403513312206,BKAI522932,Friend,External,Udupi,Odisha,4542511705,robert.prakash@gmail.com,2023-06-30,Active
22992,BEN977467,12750,Anthony Dutta,Axis Bank,811625313316,BKAI830344,Friend,External,Chapra,Maharashtra,8803939869,anthony.dutta@gmail.com,2024-02-26,Active
22993,BEN867677,12751,Ijaya Oza,BankAI,794759250851,BKAI759012,Self,Internal,Ozhukarai,Bihar,8430874095,ijaya.oza@gmail.com,2023-06-21,Active
22994,BEN151823,12752,Zashil Maharaj,Union Bank of India,910997015010,BKAI426698,Spouse,External,Kottayam,Assam,3546338560,zashil.maharaj@gmail.com,2019-02-11,Active
22995,BEN183170,12752,Ayaan Uppal,BankAI,712979365157,BKAI401225,Spouse,Internal,Dindigul,West Bengal,2569957623,ayaan.uppal@gmail.com,2024-08-26,Active
22996,BEN661478,12753,Veda Jain,BankAI,733239918971,BKAI637396,Self,Internal,Darbhanga,Telangana,5139016690,veda.jain@gmail.com,2024-04-20,Active
22997,BEN646398,12753,Ishaan Kulkarni,ICICI Bank,829745494536,BKAI422623,Spouse,External,Panchkula,Uttar Pradesh,8604316647,ishaan.kulkarni@gmail.com,2025-02-20,Active
22998,BEN120835,12753,Aahana Subramanian,Union Bank of India,745016661387,BKAI286831,Friend,External,Tenali,Meghalaya,7794271276,aahana.subramanian@gmail.com,2024-05-17,Active
22999,BEN395248,12754,Gaurang Bajaj,Axis Bank,703762680105,BKAI328925,Self,External,Howrah,Punjab,6913873776,gaurang.bajaj@gmail.com,2020-06-11,Active
23000,BEN478733,12754,Arin Chaudry,State Bank of India,283175215401,BKAI301372,Employer,External,Pondicherry,Telangana,7844571532,arin.chaudry@gmail.com,2021-01-30,Active
23001,BEN977218,12754,Jairaj Lanka,Kotak Mahindra Bank,262024870194,BKAI202974,Business Partner,External,Thrissur,Sikkim,3376181310,jairaj.lanka@gmail.com,2024-09-24,Active
23002,BEN384833,12755,Balendra Ganesan,Bank of Baroda,609349334610,BKAI440701,Friend,External,Nanded,Andhra Pradesh,0064763129,balendra.ganesan@gmail.com,2017-03-10,Active
23003,BEN497956,12755,Gopal Sura,Union Bank of India,371922863293,BKAI763251,Self,External,Khora ,West Bengal,3015313618,gopal.sura@gmail.com,2020-02-17,Active
23004,BEN925732,12755,Damini Bhat,Yes Bank,619928936853,BKAI677991,Spouse,External,Chandigarh,Chhattisgarh,7483402042,damini.bhat@gmail.com,2016-07-15,Active
23005,BEN698432,12756,Nirja Iyengar,Punjab National Bank,767915895432,BKAI390965,Brother,External,Ujjain,Tamil Nadu,6649310261,nirja.iyengar@gmail.com,2026-01-04,Active
23006,BEN290198,12756,Bhavna Chaudhari,Axis Bank,180640227179,BKAI925264,Employee,External,Gopalpur,Chhattisgarh,5362594430,bhavna.chaudhari@gmail.com,2024-06-09,Active
23007,BEN875680,12756,Nisha Maharaj,Kotak Mahindra Bank,287762754293,BKAI814390,Employer,External,Munger,Himachal Pradesh,7554568406,nisha.maharaj@gmail.com,2017-09-07,Active
23008,BEN128130,12757,Ayaan Anne,Indian Bank,680809562942,BKAI578749,Sister,External,Dehri,Gujarat,4718307832,ayaan.anne@gmail.com,2024-05-15,Active
23009,BEN770379,12757,Rehaan Yohannan,BankAI,563518713352,BKAI716191,Brother,Internal,Karimnagar,Jharkhand,9586443124,rehaan.yohannan@gmail.com,2017-09-03,Active
23010,BEN432807,12758,Kabir Keer,IDFC FIRST Bank,260559513514,BKAI391245,Self,External,Kharagpur,Tripura,5286525743,kabir.keer@gmail.com,2024-02-02,Active
23011,BEN358925,12758,Elijah Pai,Kotak Mahindra Bank,440760765385,BKAI477978,Self,External,Patna,Goa,2459419613,elijah.pai@gmail.com,2017-09-24,Active
23012,BEN257063,12759,Amara Dash,ICICI Bank,300124142193,BKAI503623,Self,External,Pudukkottai,Sikkim,5606840223,amara.dash@gmail.com,2021-10-08,Active
23013,BEN378913,12759,Lajita Chadha,AU Small Finance Bank,478130505914,BKAI876226,Friend,External,Gaya,Rajasthan,0757579382,lajita.chadha@gmail.com,2018-01-26,Active
23014,BEN341684,12759,Anamika Krishnan,Axis Bank,280544661861,BKAI939604,Business Partner,External,Jaunpur,West Bengal,2141367324,anamika.krishnan@gmail.com,2020-07-02,Active
23015,BEN735358,12760,Anay Sundaram,BankAI,797324669124,BKAI223960,Self,Internal,New Delhi,Arunachal Pradesh,7969618975,anay.sundaram@gmail.com,2017-08-15,Active
23016,BEN954254,12762,Tejas Karnik,Punjab National Bank,726815624980,BKAI448332,Sister,External,Bhubaneswar,Uttarakhand,6146021515,tejas.karnik@gmail.com,2024-08-02,Active
23017,BEN712276,12763,Ayushman Amble,HDFC Bank,985103264040,BKAI516096,Other,External,Aizawl,Gujarat,8503026447,ayushman.amble@gmail.com,2021-05-12,Active
23018,BEN289693,12764,Widisha Raman,BankAI,138316914603,BKAI514052,Spouse,Internal,Gurgaon,Tamil Nadu,6254546486,widisha.raman@gmail.com,2020-01-26,Active
23019,BEN739491,12765,Jai Om,State Bank of India,521720372429,BKAI552279,Mother,External,Ghaziabad,Arunachal Pradesh,0834698066,jai.om@gmail.com,2024-04-14,Active
23020,BEN557077,12765,Ekaraj Patil,Union Bank of India,772344480144,BKAI709059,Self,External,Madhyamgram,Tamil Nadu,3596298865,ekaraj.patil@gmail.com,2017-09-05,Active
23021,BEN289078,12765,Maanav Tiwari,ICICI Bank,387438927797,BKAI371383,Sister,External,Hajipur,Gujarat,5280110159,maanav.tiwari@gmail.com,2016-07-08,Active
23022,BEN326374,12766,Ucchal Natarajan,BankAI,232008243158,BKAI525890,Self,Internal,Bettiah,Jharkhand,8807189983,ucchal.natarajan@gmail.com,2019-06-27,Active
23023,BEN599559,12766,Zashil Mander,BankAI,566815626391,BKAI383955,Friend,Internal,Sultan Pur Majra,Odisha,9260509683,zashil.mander@gmail.com,2024-12-11,Active
23024,BEN707304,12766,Madhavi Bhakta,HDFC Bank,494298686295,BKAI649994,Sister,External,Etawah,Jharkhand,3668320111,madhavi.bhakta@gmail.com,2018-05-05,Active
23025,BEN627507,12766,Priya Bhalla,BankAI,972446301650,BKAI567311,Friend,Internal,Fatehpur,Telangana,8241812790,priya.bhalla@gmail.com,2018-05-16,Active
23026,BEN568255,12767,Lajita Krishna,HDFC Bank,893258906172,BKAI386900,Self,External,Giridih,Kerala,4672107399,lajita.krishna@gmail.com,2025-06-25,Active
23027,BEN943387,12767,Mitali Bhattacharyya,BankAI,167958187298,BKAI593912,Business Partner,Internal,Shivpuri,Chhattisgarh,5520272499,mitali.bhattacharyya@gmail.com,2021-10-25,Active
23028,BEN230155,12768,Samesh Deep,BankAI,699563297224,BKAI867523,Business Partner,Internal,Pali,Tamil Nadu,3548600732,samesh.deep@gmail.com,2021-02-16,Active
23029,BEN377421,12769,Pavani Purohit,ICICI Bank,906254556738,BKAI613198,Friend,External,Bidhannagar,Chhattisgarh,0672014453,pavani.purohit@gmail.com,2023-01-02,Active
23030,BEN464277,12769,Warjas Chanda,Union Bank of India,355926416615,BKAI605973,Mother,External,Chapra,Andhra Pradesh,6584441102,warjas.chanda@gmail.com,2024-07-13,Active
23031,BEN646143,12769,Daksha Parmar,Union Bank of India,310055553790,BKAI949204,Friend,External,Bhilwara,Meghalaya,5435621886,daksha.parmar@gmail.com,2021-06-21,Active
23032,BEN902939,12770,Vihaan Karnik,BankAI,571330206237,BKAI218544,Friend,Internal,Fatehpur,Meghalaya,2887321708,vihaan.karnik@gmail.com,2026-03-01,Active
23033,BEN509767,12770,Megha Ratti,BankAI,874360719174,BKAI616823,Spouse,Internal,Bhusawal,Gujarat,0171945204,megha.ratti@gmail.com,2016-10-11,Inactive
23034,BEN135301,12770,Vritti Venkatesh,BankAI,240779531416,BKAI336427,Self,Internal,Kalyan-Dombivli,Arunachal Pradesh,5503586581,vritti.venkatesh@gmail.com,2022-06-14,Active
23035,BEN661998,12771,Sai Khanna,Punjab National Bank,208504220694,BKAI923266,Self,External,Farrukhabad,Haryana,2754969660,sai.khanna@gmail.com,2023-10-12,Active
23036,BEN960479,12771,Jacob Pau,BankAI,955801296572,BKAI302482,Friend,Internal,Bhubaneswar,Kerala,8487030515,jacob.pau@gmail.com,2021-07-30,Active
23037,BEN634436,12771,Hamsini Rastogi,Bank of Baroda,715794006756,BKAI395110,Mother,External,Jaipur,Assam,2055137017,hamsini.rastogi@gmail.com,2025-05-10,Active
23038,BEN326968,12772,Manbir Golla,Bandhan Bank,146269161001,BKAI223232,Friend,External,Mangalore,Haryana,5228495561,manbir.golla@gmail.com,2025-10-04,Active
23039,BEN171765,12772,Advika Prasad,AU Small Finance Bank,505836704496,BKAI880309,Spouse,External,Rewa,Assam,4668435835,advika.prasad@gmail.com,2025-11-05,Active
23040,BEN853962,12773,Vasudha Chahal,Axis Bank,475417665984,BKAI739858,Self,External,Saharanpur,Bihar,0427747238,vasudha.chahal@gmail.com,2023-12-19,Active
23041,BEN574773,12773,Ekalinga Rastogi,Axis Bank,698073908650,BKAI744901,Father,External,Mirzapur,Chhattisgarh,5674885050,ekalinga.rastogi@gmail.com,2019-03-11,Active
23042,BEN948517,12774,Neelima Talwar,HDFC Bank,796051336923,BKAI410831,Self,External,Jehanabad,Haryana,7228272694,neelima.talwar@gmail.com,2021-11-19,Active
23043,BEN607389,12775,Sai Char,BankAI,811599131806,BKAI711236,Friend,Internal,Rourkela,Goa,5239679927,sai.char@gmail.com,2018-03-16,Active
23044,BEN221350,12775,Damyanti Kannan,BankAI,636864322602,BKAI540824,Friend,Internal,Surendranagar Dudhrej,Sikkim,6114119120,damyanti.kannan@gmail.com,2024-05-26,Active
23045,BEN252531,12775,Atharv Mandal,ICICI Bank,379272399839,BKAI473204,Friend,External,Kochi,Karnataka,2182895557,atharv.mandal@gmail.com,2017-01-20,Active
23046,BEN219421,12775,Fiyaz Sarkar,Kotak Mahindra Bank,125493009669,BKAI490568,Friend,External,Hospet,Madhya Pradesh,9778177211,fiyaz.sarkar@gmail.com,2020-08-23,Active
23047,BEN777841,12776,Tanish Tara,Canara Bank,678068845380,BKAI817911,Friend,External,Bhusawal,Madhya Pradesh,7279202745,tanish.tara@gmail.com,2019-06-04,Active
23048,BEN916587,12777,Gayathri Ravi,HDFC Bank,924041552152,BKAI205097,Mother,External,Visakhapatnam,Manipur,3061529780,gayathri.ravi@gmail.com,2024-04-16,Active
23049,BEN292847,12777,Sanaya Mander,BankAI,378550661838,BKAI620314,Self,Internal,Thoothukudi,Bihar,7662058501,sanaya.mander@gmail.com,2023-03-06,Active
23050,BEN598988,12777,Zayyan Raval,BankAI,486315966325,BKAI339396,Friend,Internal,Deoghar,Manipur,2174616153,zayyan.raval@gmail.com,2017-05-11,Active
23051,BEN102187,12778,Siya Yogi,Bank of Baroda,866610944942,BKAI637430,Employer,External,Tumkur,Maharashtra,8732390405,siya.yogi@gmail.com,2024-12-30,Active
23052,BEN167889,12778,Aayush Sandal,BankAI,620919260490,BKAI471369,Mother,Internal,Bhind,Chhattisgarh,0758421449,aayush.sandal@gmail.com,2024-08-03,Active
23053,BEN163869,12778,Jhalak Solanki,Canara Bank,720615072789,BKAI442387,Self,External,Vijayanagaram,Andhra Pradesh,5309565865,jhalak.solanki@gmail.com,2017-09-29,Active
23054,BEN308217,12778,Daksha Bahl,Union Bank of India,248948035941,BKAI872207,Self,External,Bhilai,Meghalaya,3106788648,daksha.bahl@gmail.com,2019-04-08,Active
23055,BEN100900,12779,Ishanvi Warrior,Punjab National Bank,636064093157,BKAI624383,Self,External,Nizamabad,West Bengal,5696934776,ishanvi.warrior@gmail.com,2019-03-18,Active
23056,BEN637683,12779,Triveni Nagy,BankAI,513674435621,BKAI126676,Friend,Internal,Mangalore,Arunachal Pradesh,1239802919,triveni.nagy@gmail.com,2020-12-07,Active
